CGPA,Internships,Projects,Certifications,Aptitude,Chances,PlacementStatus,Improvement
6.1,0,1,0,85,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.06,0,1,0,94,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.43,0,1,0,97,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.31,0,1,0,91,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.28,0,1,0,95,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.83,0,1,0,88,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.98,0,1,0,95,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.22,2,1,0,69,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.29,3,1,0,62,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.89,2,1,0,76,High,Placed,"Improve projects, Gain certifications"
7.01,3,1,0,68,High,Placed,"Improve projects, Gain certifications"
6.31,3,1,0,58,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.08,2,1,0,71,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
5.86,2,1,0,61,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.86,3,1,0,68,High,Placed,"Improve projects, Gain certifications"
6.13,2,1,0,56,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.57,3,1,0,62,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
8.94,2,3,2,83,High,Placed,Maintain consistency
9.28,2,4,2,93,High,Placed,Maintain consistency
9.31,2,4,3,86,High,Placed,Maintain consistency
8.78,3,4,3,81,High,Placed,Maintain consistency
8.48,3,3,2,95,High,Placed,Maintain consistency
9.22,2,4,2,92,High,Placed,Maintain consistency
9.17,2,4,3,94,High,Placed,Maintain consistency
8.87,3,3,3,97,High,Placed,Maintain consistency
9.18,3,4,2,83,High,Placed,Maintain consistency
9.62,2,3,2,81,High,Placed,Maintain consistency
8.13,0,1,0,59,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
9.3,0,1,0,56,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.47,0,1,0,60,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.16,0,1,0,56,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
7.94,0,1,0,70,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
7.59,0,1,0,67,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.91,0,1,0,58,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.89,0,1,0,62,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.08,0,1,0,57,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.36,0,1,0,62,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.7,3,4,2,92,High,Placed,Improve CGPA
6.51,3,4,3,77,High,Placed,Improve CGPA
6.12,3,3,3,86,High,Placed,Improve CGPA
5.55,2,4,3,90,High,Placed,Improve CGPA
6.45,2,3,3,87,High,Placed,Improve CGPA
5.6,2,3,2,81,High,Placed,Improve CGPA
6.03,2,4,3,80,High,Placed,Improve CGPA
5.6,3,3,2,75,High,Placed,Improve CGPA
5.98,3,3,3,78,High,Placed,Improve CGPA
6.43,2,4,3,75,High,Placed,Improve CGPA
5.1,0,1,0,52,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.41,0,1,0,47,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.62,0,1,0,51,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.27,0,1,0,55,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.47,0,1,0,48,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.28,0,1,0,58,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.79,0,1,0,48,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.51,0,1,0,59,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.46,0,1,0,52,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.38,0,1,0,62,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
6.3,1,2,1,66,High,Placed,Maintain consistency
6.5,1,2,1,67,High,Placed,Maintain consistency
6.88,1,2,1,72,High,Placed,Maintain consistency
7.22,1,2,1,75,High,Placed,Maintain consistency
7.06,1,2,1,69,High,Placed,Maintain consistency
7.54,1,2,1,68,High,Placed,Maintain consistency
6.79,1,2,1,65,High,Placed,Maintain consistency
7.44,1,2,1,71,High,Placed,Maintain consistency
7.67,1,2,1,76,High,Placed,Maintain consistency
6.54,1,2,1,67,High,Placed,Maintain consistency
6.45,0,1,0,96,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.72,0,1,0,88,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.23,0,1,0,89,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.29,0,1,0,80,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.63,0,1,0,95,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.57,0,1,0,98,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.83,0,1,0,89,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.52,0,1,0,91,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.84,0,1,0,88,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.18,0,1,0,93,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.42,2,1,0,66,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.37,3,1,0,67,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.96,2,1,0,77,High,Placed,"Improve projects, Gain certifications"
6.48,3,1,0,69,High,Placed,"Improve projects, Gain certifications"
5.77,3,1,0,57,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.2,2,1,0,64,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.26,2,1,0,64,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.19,3,1,0,70,High,Placed,"Improve projects, Gain certifications"
5.68,2,1,0,61,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.35,3,1,0,64,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
9.04,2,3,2,82,High,Placed,Maintain consistency
9.06,2,4,2,93,High,Placed,Maintain consistency
8.9,2,4,3,85,High,Placed,Maintain consistency
8.34,3,4,3,80,High,Placed,Maintain consistency
8.52,3,3,2,91,High,Placed,Maintain consistency
9.17,2,4,2,97,High,Placed,Maintain consistency
9.28,2,4,3,91,High,Placed,Maintain consistency
8.23,3,3,3,100,High,Placed,Maintain consistency
8.83,3,4,2,84,High,Placed,Maintain consistency
9.39,2,3,2,88,High,Placed,Maintain consistency
7.96,0,1,0,63,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.86,0,1,0,59,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.55,0,1,0,61,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
7.73,0,1,0,54,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.25,0,1,0,62,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.23,0,1,0,67,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
9.2,0,1,0,58,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.81,0,1,0,58,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.24,0,1,0,55,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
7.95,0,1,0,59,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.23,3,4,2,94,High,Placed,Improve CGPA
6.45,3,4,3,78,High,Placed,Improve CGPA
6.1,3,3,3,84,High,Placed,Improve CGPA
5.94,2,4,3,91,High,Placed,Improve CGPA
5.98,2,3,3,89,High,Placed,Improve CGPA
5.74,2,3,2,79,High,Placed,Improve CGPA
6.29,2,4,3,80,High,Placed,Improve CGPA
5.78,3,3,2,71,High,Placed,Improve CGPA
6.17,3,3,3,81,High,Placed,Improve CGPA
6.41,2,4,3,77,High,Placed,Improve CGPA
5.0,0,1,0,47,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.58,0,1,0,52,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.55,0,1,0,52,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.74,0,1,0,56,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.25,0,1,0,43,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.0,0,1,0,55,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
6.14,0,1,0,52,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.49,0,1,0,57,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.55,0,1,0,54,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.5,0,1,0,62,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
6.24,1,2,1,68,High,Placed,Maintain consistency
6.71,1,2,1,73,High,Placed,Maintain consistency
6.86,1,2,1,65,High,Placed,Maintain consistency
7.55,1,2,1,69,High,Placed,Maintain consistency
7.11,1,2,1,69,High,Placed,Maintain consistency
7.13,1,2,1,69,High,Placed,Maintain consistency
6.82,1,2,1,66,High,Placed,Maintain consistency
7.82,1,2,1,78,High,Placed,Maintain consistency
7.41,1,2,1,73,High,Placed,Maintain consistency
6.6,1,2,1,71,High,Placed,Maintain consistency
6.61,0,1,0,91,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.86,0,1,0,86,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.44,0,1,0,93,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.19,0,1,0,80,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.78,0,1,0,93,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.71,0,1,0,94,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.19,0,1,0,90,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.94,0,1,0,98,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.9,0,1,0,93,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.01,0,1,0,90,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.54,2,1,0,65,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.26,3,1,0,62,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.85,2,1,0,75,High,Placed,"Improve projects, Gain certifications"
6.91,3,1,0,75,High,Placed,"Improve projects, Gain certifications"
6.24,3,1,0,66,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.4,2,1,0,71,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.1,2,1,0,57,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.1,3,1,0,69,High,Placed,"Improve projects, Gain certifications"
6.06,2,1,0,63,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.43,3,1,0,60,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
8.96,2,3,2,84,High,Placed,Maintain consistency
9.18,2,4,2,86,High,Placed,Maintain consistency
8.83,2,4,3,82,High,Placed,Maintain consistency
8.31,3,4,3,86,High,Placed,Maintain consistency
8.1,3,3,2,91,High,Placed,Maintain consistency
9.28,2,4,2,93,High,Placed,Maintain consistency
9.06,2,4,3,92,High,Placed,Maintain consistency
8.61,3,3,3,94,High,Placed,Maintain consistency
8.99,3,4,2,78,High,Placed,Maintain consistency
9.69,2,3,2,85,High,Placed,Maintain consistency
8.43,0,1,0,65,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.67,0,1,0,56,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.62,0,1,0,67,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.29,0,1,0,57,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.08,0,1,0,70,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.16,0,1,0,65,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.74,0,1,0,60,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.95,0,1,0,62,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.48,0,1,0,57,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.43,0,1,0,55,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.81,3,4,2,91,High,Placed,Improve CGPA
6.19,3,4,3,77,High,Placed,Improve CGPA
5.8,3,3,3,87,High,Placed,Improve CGPA
5.66,2,4,3,86,High,Placed,Improve CGPA
6.49,2,3,3,87,High,Placed,Improve CGPA
5.33,2,3,2,80,High,Placed,Improve CGPA
5.71,2,4,3,81,High,Placed,Improve CGPA
5.73,3,3,2,79,High,Placed,Improve CGPA
5.91,3,3,3,85,High,Placed,Improve CGPA
6.25,2,4,3,76,High,Placed,Improve CGPA
5.02,0,1,0,55,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.04,0,1,0,49,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.48,0,1,0,59,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.78,0,1,0,53,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.3,0,1,0,44,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.0,0,1,0,59,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.72,0,1,0,51,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.71,0,1,0,60,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.22,0,1,0,50,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.43,0,1,0,54,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
6.62,1,2,1,66,High,Placed,Maintain consistency
6.18,1,2,1,73,High,Placed,Maintain consistency
7.08,1,2,1,72,High,Placed,Maintain consistency
7.49,1,2,1,68,High,Placed,Maintain consistency
7.02,1,2,1,70,High,Placed,Maintain consistency
7.64,1,2,1,68,High,Placed,Maintain consistency
6.56,1,2,1,68,High,Placed,Maintain consistency
7.61,1,2,1,78,High,Placed,Maintain consistency
7.34,1,2,1,74,High,Placed,Maintain consistency
6.54,1,2,1,65,High,Placed,Maintain consistency
6.39,0,1,0,93,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.8,0,1,0,93,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.64,0,1,0,89,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.19,0,1,0,88,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.58,0,1,0,96,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.71,0,1,0,95,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.24,0,1,0,90,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.84,0,1,0,90,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.26,0,1,0,90,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.11,0,1,0,97,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.48,2,1,0,73,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.09,3,1,0,62,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.85,2,1,0,73,High,Placed,"Improve projects, Gain certifications"
7.01,3,1,0,68,High,Placed,"Improve projects, Gain certifications"
6.34,3,1,0,60,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.17,2,1,0,69,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
